w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,s,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,w,w,w,w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,w,w,w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w,w,w,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w,w,w,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w,w,w,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,k,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,w,w,w,a,a,a,w,w,w,a,a,a,a,a,a,a,w,w,w,w,w,w,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,d,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,d,a,a,a,a,e,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
