w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,d,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,d,a,a,a,a,a,a,a,w
w,s,a,a,a,a,a,a,w,w,w,e,a,a,a,a,d,a,a,a,a,a,a,a,w
w,w,w,w,w,a,a,a,w,w,w,w,w,l,l,w,w,a,a,a,a,a,a,a,w
w,w,w,w,w,a,a,a,w,w,w,w,w,w,w,w,w,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,a,a,a,a,a,a,w,w,w
w,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,a,a,a,a,a,a,a,w,w
w,a,a,a,a,a,a,a,w,w,w,k,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,w,w,w,w,w,w,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,w,w,w,a,a,a,a,a,a,a,a,w,w,w,a,a,w
w,a,a,a,w,w,w,w,w,w,w,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,w,w,w,w,w,w,w,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,w,w,w,a,a,l,l,l,l,l,w
w,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,w,w,w,w,w,w
w,w,w,w,w,l,l,l,l,w,w,w,a,a,a,a,a,a,a,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,a,a,a,a,a,a,a,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,l,l,l,l,l,l,l,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
